Booking_ID,Hotel_Type,Booking_Date,Checkin_Date,Checkout_Date,Lead_Time,Country,Adults,Children,Room_Type,Average_Daily_Rate,Booking_Channel,Cancellation_Status,year,month,month_name,month_year,Stay_Duration,Revenue,is_canceled
BKG104621,Resort Hotel,2023-07-13,2023-11-06,2023-11-09,116,Canada,2,2.0,Standard,77.41,Corporate,Check-Out,2023,7,Jul,2023-07,3,232.23,0
BKG104622,Resort Hotel,2023-06-13,2023-09-23,2023-09-24,102,Australia,2,1.0,Deluxe,147.41,Online Travel Agent,Check-Out,2023,6,Jun,2023-06,1,147.41,0
BKG104623,City Hotel,2023-06-06,2023-10-21,2023-10-26,137,USA,4,2.0,Suite,306.7,Offline Agent,Check-Out,2023,6,Jun,2023-06,5,1533.5,0
BKG104624,City Hotel,2023-05-24,2023-08-20,2023-08-21,88,USA,1,0.0,Standard,247.38,Offline Agent,Check-Out,2023,5,May,2023-05,1,247.38,0
BKG104625,City Hotel,2023-10-10,2023-12-27,2024-01-01,78,France,1,0.0,Suite,105.28,Direct,Check-Out,2023,10,Oct,2023-10,5,526.4,0
BKG104626,Resort Hotel,2022-08-25,2022-12-16,2022-12-26,113,France,2,0.0,Suite,173.02,Offline Agent,Canceled,2022,8,Aug,2022-08,10,1730.2,1
BKG104627,City Hotel,2024-01-23,2024-05-19,2024-05-21,117,USA,1,2.0,Deluxe,211.97,Offline Agent,Canceled,2024,1,Jan,2024-01,2,423.94,1
BKG104628,City Hotel,2023-10-23,2023-12-18,2023-12-23,56,Canada,4,1.0,Family,143.58,Corporate,Canceled,2023,10,Oct,2023-10,5,717.9000000000001,1
BKG104629,Resort Hotel,2023-04-19,2023-06-18,2023-06-22,60,UAE,1,2.0,Family,300.56,Offline Agent,Check-Out,2023,4,Apr,2023-04,4,1202.24,0
BKG104630,City Hotel,2022-10-19,2022-11-18,2022-11-22,30,UAE,3,0.0,Family,242.08,Offline Agent,Check-Out,2022,10,Oct,2022-10,4,968.32,0
BKG104631,Resort Hotel,2022-01-31,2022-05-28,2022-06-07,117,France,1,1.0,Suite,319.1,Corporate,No-Show,2022,1,Jan,2022-01,10,3191.0,0
BKG104632,City Hotel,2022-01-28,2022-02-02,2022-02-04,5,USA,4,0.0,Deluxe,90.13,Offline Agent,Check-Out,2022,1,Jan,2022-01,2,180.26,0
BKG104633,City Hotel,2022-12-26,2023-05-25,2023-05-28,150,Australia,1,0.0,Family,226.66,Direct,Check-Out,2022,12,Dec,2022-12,3,679.98,0
BKG104634,Resort Hotel,2023-01-11,2023-04-14,2023-04-20,93,Canada,2,0.0,Family,306.87,Corporate,Check-Out,2023,1,Jan,2023-01,6,1841.22,0
BKG104635,Resort Hotel,2022-12-30,2023-04-19,2023-04-25,110,France,2,1.0,Deluxe,149.33,Offline Agent,Check-Out,2022,12,Dec,2022-12,6,895.98,0
BKG104636,City Hotel,2023-06-02,2023-07-06,2023-07-09,34,Australia,1,0.0,Standard,96.88,Offline Agent,Check-Out,2023,6,Jun,2023-06,3,290.64,0
BKG104637,Resort Hotel,2023-08-08,2023-11-19,2023-11-20,103,India,4,0.0,Standard,169.04,Corporate,Check-Out,2023,8,Aug,2023-08,1,169.04,0
BKG104638,City Hotel,2023-03-06,2023-03-18,2023-03-28,12,UK,4,1.0,Suite,335.67,Online Travel Agent,Check-Out,2023,3,Mar,2023-03,10,3356.7000000000003,0
BKG104639,Resort Hotel,2022-09-02,2022-10-13,2022-10-15,41,UK,3,1.0,Family,268.99,Corporate,Canceled,2022,9,Sep,2022-09,2,537.98,1
BKG104640,Resort Hotel,2023-03-09,2023-06-05,2023-06-06,88,UAE,4,2.0,Suite,172.6,Corporate,Check-Out,2023,3,Mar,2023-03,1,172.6,0
BKG104641,Resort Hotel,2022-05-10,2022-07-04,2022-07-11,55,USA,3,2.0,Family,323.02,Online Travel Agent,Canceled,2022,5,May,2022-05,7,2261.14,1
BKG104642,Resort Hotel,2023-11-25,2024-01-07,2024-01-08,43,France,4,1.0,Standard,177.13,Offline Agent,Check-Out,2023,11,Nov,2023-11,1,177.13,0
BKG104643,City Hotel,2022-07-10,2022-08-03,2022-08-09,24,Australia,1,1.0,Deluxe,151.36,Offline Agent,Check-Out,2022,7,Jul,2022-07,6,908.1600000000001,0
BKG104644,Resort Hotel,2023-06-20,2023-10-08,2023-10-14,110,France,2,0.0,Deluxe,335.3,Direct,Check-Out,2023,6,Jun,2023-06,6,2011.8000000000002,0
BKG104645,Resort Hotel,2024-04-26,2024-05-07,2024-05-12,11,Canada,2,0.0,Family,289.11,Direct,Check-Out,2024,4,Apr,2024-04,5,1445.5500000000002,0
BKG104646,City Hotel,2023-07-29,2023-11-25,2023-11-30,119,Canada,3,2.0,Suite,224.26,Direct,Check-Out,2023,7,Jul,2023-07,5,1121.3,0
BKG104647,City Hotel,2023-02-12,2023-02-20,2023-02-22,8,Singapore,4,1.0,Family,345.5,Direct,Canceled,2023,2,Feb,2023-02,2,691.0,1
BKG104648,Resort Hotel,2024-02-21,2024-07-02,2024-07-03,132,India,1,0.0,Family,78.48,Direct,Check-Out,2024,2,Feb,2024-02,1,78.48,0
BKG104649,Resort Hotel,2023-08-18,2023-09-25,2023-09-29,38,UK,2,0.0,Deluxe,327.91,Offline Agent,Check-Out,2023,8,Aug,2023-08,4,1311.64,0
BKG104650,Resort Hotel,2022-02-15,2022-04-25,2022-04-30,69,France,1,0.0,Suite,249.37,Offline Agent,Check-Out,2022,2,Feb,2022-02,5,1246.85,0
BKG104651,City Hotel,2023-02-24,2023-03-04,2023-03-09,8,UAE,1,0.0,Suite,181.26,Corporate,Check-Out,2023,2,Feb,2023-02,5,906.3,0
BKG104652,City Hotel,2023-08-23,2023-10-25,2023-10-29,63,Australia,4,0.0,Standard,98.36,Offline Agent,Check-Out,2023,8,Aug,2023-08,4,393.44,0
BKG104653,Resort Hotel,2024-02-02,2024-02-10,2024-02-15,8,Brazil,4,1.0,Family,81.13,Corporate,Check-Out,2024,2,Feb,2024-02,5,405.65,0
BKG104654,Resort Hotel,2022-03-26,2022-08-23,2022-08-24,150,Australia,3,0.0,Family,201.89,Offline Agent,Canceled,2022,3,Mar,2022-03,1,201.89,1
BKG104655,Resort Hotel,2022-02-03,2022-04-28,2022-04-29,84,Germany,2,0.0,Family,179.93,Direct,No-Show,2022,2,Feb,2022-02,1,179.93,0
BKG104656,City Hotel,2022-10-08,2023-01-17,2023-01-22,101,USA,3,1.0,Standard,62.79,Online Travel Agent,Canceled,2022,10,Oct,2022-10,5,313.95,1
BKG104657,City Hotel,2022-11-24,2023-03-04,2023-03-08,100,Brazil,2,0.0,Standard,255.25,Online Travel Agent,Check-Out,2022,11,Nov,2022-11,4,1021.0,0
BKG104658,Resort Hotel,2023-05-19,2023-09-26,2023-10-02,130,Canada,1,0.0,Deluxe,160.82,Online Travel Agent,Check-Out,2023,5,May,2023-05,6,964.92,0
BKG104659,City Hotel,2022-10-26,2022-11-30,2022-12-03,35,Germany,2,2.0,Suite,101.19,Online Travel Agent,Check-Out,2022,10,Oct,2022-10,3,303.57,0
BKG104660,City Hotel,2022-12-05,2023-04-06,2023-04-13,122,UK,1,1.0,Deluxe,177.51,Online Travel Agent,Canceled,2022,12,Dec,2022-12,7,1242.57,1
BKG104661,City Hotel,2023-01-08,2023-05-21,2023-05-30,133,Brazil,2,1.0,Deluxe,185.54,Direct,No-Show,2023,1,Jan,2023-01,9,1669.86,0
BKG104662,Resort Hotel,2022-10-17,2022-10-29,2022-11-07,12,Australia,2,0.0,Standard,196.85,Online Travel Agent,Canceled,2022,10,Oct,2022-10,9,1771.6499999999999,1
BKG104663,Resort Hotel,2023-08-14,2023-09-29,2023-10-06,46,Singapore,4,2.0,Standard,177.69,Offline Agent,Check-Out,2023,8,Aug,2023-08,7,1243.83,0
BKG104664,Resort Hotel,2023-03-04,2023-05-28,2023-06-01,85,Canada,1,0.0,Suite,74.34,Online Travel Agent,Check-Out,2023,3,Mar,2023-03,4,297.36,0
BKG104665,Resort Hotel,2023-12-10,2024-03-23,2024-03-24,104,Singapore,3,1.0,Family,313.38,Direct,Canceled,2023,12,Dec,2023-12,1,313.38,1
BKG104666,City Hotel,2023-04-09,2023-05-01,2023-05-06,22,France,2,0.0,Family,122.62,Direct,Check-Out,2023,4,Apr,2023-04,5,613.1,0
BKG104667,City Hotel,2023-08-06,2023-10-03,2023-10-13,58,Brazil,2,0.0,Family,258.72,Corporate,Check-Out,2023,8,Aug,2023-08,10,2587.2000000000003,0
BKG104668,Resort Hotel,2024-04-22,2024-08-06,2024-08-09,106,UK,2,0.0,Suite,332.57,Online Travel Agent,Check-Out,2024,4,Apr,2024-04,3,997.71,0
BKG104669,City Hotel,2022-06-28,2022-11-06,2022-11-08,131,Australia,3,2.0,Standard,205.68,Online Travel Agent,Check-Out,2022,6,Jun,2022-06,2,411.36,0
BKG104670,City Hotel,2023-07-29,2023-08-13,2023-08-18,15,UK,1,2.0,Family,120.28,Direct,No-Show,2023,7,Jul,2023-07,5,601.4,0
BKG104671,City Hotel,2024-03-07,2024-05-23,2024-05-29,77,UK,2,0.0,Family,200.33,Offline Agent,Check-Out,2024,3,Mar,2024-03,6,1201.98,0
BKG104672,Resort Hotel,2022-05-18,2022-11-10,2022-11-18,176,UAE,2,0.0,Suite,319.74,Direct,Check-Out,2022,5,May,2022-05,8,2557.92,0
BKG104673,City Hotel,2022-02-21,2022-03-17,2022-03-24,24,France,2,0.0,Suite,224.34,Online Travel Agent,Check-Out,2022,2,Feb,2022-02,7,1570.38,0
BKG104674,City Hotel,2023-11-13,2024-02-22,2024-02-28,101,UK,1,1.0,Suite,61.22,Online Travel Agent,Canceled,2023,11,Nov,2023-11,6,367.32,1
BKG104675,Resort Hotel,2022-08-19,2022-10-09,2022-10-19,51,UAE,4,1.0,Family,295.87,Corporate,Canceled,2022,8,Aug,2022-08,10,2958.7,1
BKG104676,City Hotel,2023-10-19,2024-03-14,2024-03-21,147,USA,4,0.0,Standard,322.96,Online Travel Agent,Check-Out,2023,10,Oct,2023-10,7,2260.72,0
BKG104677,Resort Hotel,2022-05-18,2022-11-02,2022-11-03,168,Australia,4,0.0,Standard,116.06,Corporate,No-Show,2022,5,May,2022-05,1,116.06,0
BKG104678,City Hotel,2022-12-04,2023-03-07,2023-03-08,93,USA,4,0.0,Family,185.46,Offline Agent,Canceled,2022,12,Dec,2022-12,1,185.46,1
BKG104679,Resort Hotel,2024-06-09,2024-09-24,2024-09-30,107,Brazil,3,2.0,Family,239.41,Offline Agent,Check-Out,2024,6,Jun,2024-06,6,1436.46,0
BKG104680,City Hotel,2023-02-20,2023-03-07,2023-03-10,15,Brazil,2,0.0,Family,169.69,Online Travel Agent,Canceled,2023,2,Feb,2023-02,3,509.07,1
BKG104681,City Hotel,2022-08-29,2022-12-22,2022-12-23,115,UK,3,0.0,Suite,317.34,Online Travel Agent,Canceled,2022,8,Aug,2022-08,1,317.34,1
BKG104682,City Hotel,2022-06-09,2022-09-27,2022-10-01,110,France,1,1.0,Deluxe,195.7,Direct,Check-Out,2022,6,Jun,2022-06,4,782.8,0
BKG104683,City Hotel,2024-05-28,2024-07-14,2024-07-19,47,Germany,2,0.0,Standard,294.92,Online Travel Agent,Canceled,2024,5,May,2024-05,5,1474.6000000000001,1
BKG104684,Resort Hotel,2022-09-21,2023-01-12,2023-01-16,113,UK,1,1.0,Suite,154.73,Direct,Canceled,2022,9,Sep,2022-09,4,618.92,1
BKG104685,Resort Hotel,2022-12-01,2022-12-04,2022-12-13,3,India,2,0.0,Suite,108.8,Corporate,Check-Out,2022,12,Dec,2022-12,9,979.1999999999999,0
BKG104686,City Hotel,2022-11-27,2022-12-19,2022-12-23,22,Germany,3,0.0,Standard,272.24,Offline Agent,No-Show,2022,11,Nov,2022-11,4,1088.96,0
BKG104687,Resort Hotel,2023-09-12,2024-03-02,2024-03-04,172,UAE,4,0.0,Suite,329.63,Offline Agent,Check-Out,2023,9,Sep,2023-09,2,659.26,0
BKG104688,Resort Hotel,2023-12-20,2024-03-20,2024-03-25,91,UAE,2,0.0,Suite,331.67,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,5,1658.3500000000001,0
BKG104689,Resort Hotel,2023-02-25,2023-07-14,2023-07-24,139,Brazil,2,0.0,Family,69.46,Online Travel Agent,Canceled,2023,2,Feb,2023-02,10,694.5999999999999,1
BKG104690,City Hotel,2023-12-06,2023-12-16,2023-12-19,10,Brazil,3,0.0,Standard,193.65,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,3,580.95,0
BKG104691,City Hotel,2022-06-30,2022-10-02,2022-10-07,94,Germany,2,0.0,Family,326.88,Corporate,Check-Out,2022,6,Jun,2022-06,5,1634.4,0
BKG104692,City Hotel,2022-08-11,2022-12-21,2022-12-28,132,Australia,1,0.0,Standard,180.14,Offline Agent,Check-Out,2022,8,Aug,2022-08,7,1260.98,0
BKG104693,Resort Hotel,2024-04-25,2024-04-27,2024-05-03,2,Canada,3,0.0,Deluxe,125.69,Offline Agent,Check-Out,2024,4,Apr,2024-04,6,754.14,0
BKG104694,City Hotel,2022-05-11,2022-09-15,2022-09-20,127,Germany,4,0.0,Family,181.11,Direct,Check-Out,2022,5,May,2022-05,5,905.5500000000001,0
BKG104695,City Hotel,2024-03-19,2024-08-01,2024-08-11,135,Brazil,3,0.0,Family,252.28,Direct,No-Show,2024,3,Mar,2024-03,10,2522.8,0
BKG104696,City Hotel,2023-03-13,2023-07-05,2023-07-08,114,UK,1,0.0,Deluxe,85.83,Online Travel Agent,Check-Out,2023,3,Mar,2023-03,3,257.49,0
BKG104697,City Hotel,2022-04-19,2022-10-01,2022-10-08,165,UAE,4,2.0,Family,328.43,Corporate,Check-Out,2022,4,Apr,2022-04,7,2299.01,0
BKG104698,Resort Hotel,2022-09-22,2022-09-25,2022-09-27,3,Canada,2,0.0,Suite,159.91,Corporate,Canceled,2022,9,Sep,2022-09,2,319.82,1
BKG104699,Resort Hotel,2022-09-24,2023-01-02,2023-01-04,100,Singapore,4,0.0,Suite,145.54,Online Travel Agent,Check-Out,2022,9,Sep,2022-09,2,291.08,0
BKG104700,City Hotel,2024-06-12,2024-10-09,2024-10-12,119,Canada,4,1.0,Family,157.53,Online Travel Agent,Check-Out,2024,6,Jun,2024-06,3,472.59000000000003,0
BKG104701,City Hotel,2022-04-02,2022-06-07,2022-06-10,66,Germany,3,0.0,Family,238.79,Online Travel Agent,Check-Out,2022,4,Apr,2022-04,3,716.37,0
BKG104702,Resort Hotel,2022-12-05,2023-05-19,2023-05-25,165,Germany,2,2.0,Standard,279.16,Direct,Check-Out,2022,12,Dec,2022-12,6,1674.96,0
BKG104703,City Hotel,2023-09-27,2024-01-14,2024-01-22,109,Singapore,2,0.0,Suite,118.78,Online Travel Agent,Canceled,2023,9,Sep,2023-09,8,950.24,1
BKG104704,City Hotel,2023-04-20,2023-08-17,2023-08-24,119,Brazil,2,2.0,Deluxe,164.97,Direct,Check-Out,2023,4,Apr,2023-04,7,1154.79,0
BKG104705,Resort Hotel,2023-10-25,2024-04-20,2024-04-25,178,Australia,2,1.0,Family,260.77,Direct,Check-Out,2023,10,Oct,2023-10,5,1303.85,0
BKG104706,Resort Hotel,2022-04-10,2022-04-29,2022-05-07,19,UAE,1,1.0,Suite,167.57,Corporate,No-Show,2022,4,Apr,2022-04,8,1340.56,0
BKG104707,City Hotel,2023-09-13,2023-11-20,2023-11-26,68,Singapore,1,0.0,Deluxe,252.99,Corporate,Check-Out,2023,9,Sep,2023-09,6,1517.94,0
BKG104708,City Hotel,2022-08-30,2022-09-14,2022-09-24,15,Australia,4,0.0,Family,210.95,Offline Agent,Check-Out,2022,8,Aug,2022-08,10,2109.5,0
BKG104709,Resort Hotel,2023-12-19,2024-05-24,2024-05-29,157,France,2,0.0,Deluxe,150.55,Online Travel Agent,Check-Out,2023,12,Dec,2023-12,5,752.75,0
BKG104710,Resort Hotel,2022-11-14,2022-11-22,2022-12-02,8,France,4,1.0,Deluxe,304.36,Corporate,Check-Out,2022,11,Nov,2022-11,10,3043.6000000000004,0
BKG104711,City Hotel,2022-02-03,2022-04-23,2022-04-24,79,Canada,3,0.0,Standard,275.93,Direct,Check-Out,2022,2,Feb,2022-02,1,275.93,0
BKG104712,City Hotel,2023-04-18,2023-08-06,2023-08-13,110,Brazil,2,0.0,Family,339.77,Corporate,Check-Out,2023,4,Apr,2023-04,7,2378.39,0
BKG104713,City Hotel,2023-10-23,2023-10-23,2023-11-02,0,USA,1,1.0,Suite,264.16,Online Travel Agent,Check-Out,2023,10,Oct,2023-10,10,2641.6000000000004,0
BKG104714,Resort Hotel,2024-04-26,2024-06-23,2024-06-28,58,France,4,0.0,Standard,165.14,Online Travel Agent,Check-Out,2024,4,Apr,2024-04,5,825.6999999999999,0
BKG104715,Resort Hotel,2023-06-10,2023-07-19,2023-07-29,39,UAE,2,0.0,Standard,75.27,Direct,Check-Out,2023,6,Jun,2023-06,10,752.6999999999999,0
BKG104716,Resort Hotel,2022-01-05,2022-02-19,2022-03-01,45,France,3,0.0,Family,78.57,Corporate,Canceled,2022,1,Jan,2022-01,10,785.6999999999999,1
BKG104717,City Hotel,2024-04-28,2024-08-20,2024-08-23,114,UK,1,0.0,Deluxe,349.77,Offline Agent,Check-Out,2024,4,Apr,2024-04,3,1049.31,0
BKG104718,City Hotel,2023-12-12,2024-05-18,2024-05-19,158,UAE,3,2.0,Family,338.45,Corporate,Check-Out,2023,12,Dec,2023-12,1,338.45,0
BKG104719,Resort Hotel,2023-07-12,2023-09-22,2023-09-27,72,Germany,2,1.0,Suite,127.25,Offline Agent,Check-Out,2023,7,Jul,2023-07,5,636.25,0
BKG104720,Resort Hotel,2023-08-08,2023-08-18,2023-08-22,10,Singapore,3,2.0,Deluxe,117.95,Corporate,Check-Out,2023,8,Aug,2023-08,4,471.8,0
BKG104721,City Hotel,2022-02-12,2022-03-14,2022-03-21,30,France,1,1.0,Standard,251.93,Direct,Check-Out,2022,2,Feb,2022-02,7,1763.51,0
BKG104722,City Hotel,2024-02-02,2024-06-25,2024-06-29,144,Germany,3,0.0,Family,339.91,Corporate,Canceled,2024,2,Feb,2024-02,4,1359.64,1
BKG104723,Resort Hotel,2023-10-30,2023-12-28,2023-12-29,59,USA,4,0.0,Deluxe,218.64,Online Travel Agent,Canceled,2023,10,Oct,2023-10,1,218.64,1
BKG104724,Resort Hotel,2023-11-18,2023-11-22,2023-11-29,4,USA,2,2.0,Family,107.84,Offline Agent,No-Show,2023,11,Nov,2023-11,7,754.88,0
BKG104725,Resort Hotel,2023-11-13,2024-03-25,2024-03-27,133,UK,1,0.0,Deluxe,217.77,Direct,Canceled,2023,11,Nov,2023-11,2,435.54,1
BKG104726,City Hotel,2023-08-15,2024-02-05,2024-02-13,174,Canada,1,0.0,Suite,291.35,Direct,Canceled,2023,8,Aug,2023-08,8,2330.8,1
BKG104727,Resort Hotel,2023-03-10,2023-05-28,2023-06-02,79,UAE,1,0.0,Suite,235.66,Offline Agent,Check-Out,2023,3,Mar,2023-03,5,1178.3,0
BKG104728,Resort Hotel,2023-06-20,2023-09-28,2023-10-02,100,UK,4,0.0,Deluxe,148.79,Corporate,No-Show,2023,6,Jun,2023-06,4,595.16,0
BKG104729,Resort Hotel,2022-05-28,2022-06-11,2022-06-15,14,France,1,1.0,Suite,243.77,Online Travel Agent,Check-Out,2022,5,May,2022-05,4,975.08,0
BKG104730,City Hotel,2023-09-08,2024-02-19,2024-02-20,164,UK,2,2.0,Family,255.72,Direct,Check-Out,2023,9,Sep,2023-09,1,255.72,0
BKG104731,City Hotel,2022-08-30,2023-01-24,2023-01-26,147,Germany,1,1.0,Deluxe,306.54,Direct,Canceled,2022,8,Aug,2022-08,2,613.08,1
BKG104732,City Hotel,2022-07-08,2022-10-29,2022-11-05,113,Singapore,3,0.0,Standard,334.93,Direct,Check-Out,2022,7,Jul,2022-07,7,2344.51,0
BKG104733,City Hotel,2023-08-14,2023-11-21,2023-11-28,99,Singapore,2,0.0,Suite,339.23,Corporate,Canceled,2023,8,Aug,2023-08,7,2374.61,1
BKG104734,City Hotel,2022-01-28,2022-02-15,2022-02-16,18,France,1,0.0,Suite,256.78,Offline Agent,Check-Out,2022,1,Jan,2022-01,1,256.78,0
BKG104735,City Hotel,2022-01-05,2022-04-29,2022-05-04,114,India,1,0.0,Deluxe,90.41,Direct,Check-Out,2022,1,Jan,2022-01,5,452.04999999999995,0
BKG104736,Resort Hotel,2024-01-10,2024-06-24,2024-07-02,166,UK,4,0.0,Suite,238.45,Corporate,Canceled,2024,1,Jan,2024-01,8,1907.6,1
BKG104737,Resort Hotel,2023-10-05,2024-03-05,2024-03-14,152,UK,2,2.0,Standard,81.59,Corporate,Check-Out,2023,10,Oct,2023-10,9,734.3100000000001,0
BKG104738,Resort Hotel,2022-02-23,2022-04-22,2022-04-30,58,UK,2,2.0,Family,280.96,Direct,Check-Out,2022,2,Feb,2022-02,8,2247.68,0
BKG104739,Resort Hotel,2024-04-17,2024-08-09,2024-08-15,114,Canada,3,0.0,Standard,105.17,Online Travel Agent,Check-Out,2024,4,Apr,2024-04,6,631.02,0
BKG104740,Resort Hotel,2023-09-14,2024-01-01,2024-01-05,109,UAE,2,0.0,Standard,291.06,Offline Agent,Check-Out,2023,9,Sep,2023-09,4,1164.24,0
BKG104741,City Hotel,2023-03-24,2023-08-07,2023-08-17,136,France,2,0.0,Family,322.77,Direct,Check-Out,2023,3,Mar,2023-03,10,3227.7,0
BKG104742,City Hotel,2022-08-01,2022-09-24,2022-09-29,54,Singapore,3,2.0,Deluxe,318.26,Corporate,No-Show,2022,8,Aug,2022-08,5,1591.3,0
BKG104743,City Hotel,2022-12-25,2023-04-05,2023-04-08,101,Brazil,1,2.0,Standard,336.77,Corporate,Canceled,2022,12,Dec,2022-12,3,1010.31,1
BKG104744,City Hotel,2022-03-18,2022-06-02,2022-06-10,76,Germany,3,0.0,Family,280.69,Direct,Check-Out,2022,3,Mar,2022-03,8,2245.52,0
BKG104745,City Hotel,2023-03-04,2023-05-17,2023-05-26,74,Canada,3,2.0,Family,184.24,Offline Agent,Check-Out,2023,3,Mar,2023-03,9,1658.16,0
BKG104746,City Hotel,2023-11-11,2024-02-01,2024-02-09,82,UAE,4,0.0,Standard,153.25,Offline Agent,Check-Out,2023,11,Nov,2023-11,8,1226.0,0
BKG104747,City Hotel,2024-01-18,2024-06-14,2024-06-21,148,Brazil,3,0.0,Standard,79.32,Corporate,Check-Out,2024,1,Jan,2024-01,7,555.24,0
BKG104748,Resort Hotel,2024-06-13,2024-09-05,2024-09-12,84,Australia,4,0.0,Suite,150.02,Offline Agent,No-Show,2024,6,Jun,2024-06,7,1050.14,0
BKG104749,City Hotel,2023-05-27,2023-11-01,2023-11-07,158,Australia,1,2.0,Family,73.66,Online Travel Agent,Check-Out,2023,5,May,2023-05,6,441.96,0
BKG104750,City Hotel,2023-10-06,2024-01-13,2024-01-17,99,USA,2,2.0,Family,167.67,Direct,Canceled,2023,10,Oct,2023-10,4,670.68,1
BKG104751,City Hotel,2022-12-05,2022-12-05,2022-12-08,0,UK,1,2.0,Standard,105.79,Online Travel Agent,Canceled,2022,12,Dec,2022-12,3,317.37,1
BKG104752,City Hotel,2024-04-12,2024-06-08,2024-06-17,57,France,1,0.0,Family,228.45,Direct,Canceled,2024,4,Apr,2024-04,9,2056.0499999999997,1
BKG104753,City Hotel,2023-01-23,2023-03-26,2023-04-01,62,Brazil,1,0.0,Family,208.33,Online Travel Agent,Check-Out,2023,1,Jan,2023-01,6,1249.98,0
BKG104754,Resort Hotel,2022-04-10,2022-05-13,2022-05-23,33,Singapore,3,0.0,Suite,167.21,Direct,Canceled,2022,4,Apr,2022-04,10,1672.1000000000001,1
BKG104755,Resort Hotel,2024-06-05,2024-08-02,2024-08-08,58,Australia,3,2.0,Family,236.64,Direct,Canceled,2024,6,Jun,2024-06,6,1419.84,1
BKG104756,City Hotel,2024-02-20,2024-08-03,2024-08-13,165,UAE,3,0.0,Standard,98.71,Direct,No-Show,2024,2,Feb,2024-02,10,987.0999999999999,0
BKG104757,City Hotel,2023-08-09,2024-02-02,2024-02-03,177,Brazil,1,2.0,Family,86.05,Direct,Canceled,2023,8,Aug,2023-08,1,86.05,1
BKG104758,Resort Hotel,2022-05-06,2022-05-26,2022-05-31,20,Brazil,4,0.0,Standard,120.89,Online Travel Agent,Check-Out,2022,5,May,2022-05,5,604.45,0
BKG104759,City Hotel,2022-01-03,2022-03-16,2022-03-22,72,France,4,0.0,Standard,239.35,Online Travel Agent,Canceled,2022,1,Jan,2022-01,6,1436.1,1
BKG104760,City Hotel,2023-01-06,2023-06-12,2023-06-20,157,Australia,3,2.0,Suite,120.3,Direct,Check-Out,2023,1,Jan,2023-01,8,962.4,0
BKG104761,Resort Hotel,2024-01-04,2024-03-20,2024-03-23,76,Singapore,1,2.0,Deluxe,322.4,Offline Agent,Check-Out,2024,1,Jan,2024-01,3,967.1999999999999,0
BKG104762,Resort Hotel,2023-08-07,2023-08-16,2023-08-24,9,Australia,4,0.0,Suite,154.09,Online Travel Agent,Check-Out,2023,8,Aug,2023-08,8,1232.72,0
BKG104763,City Hotel,2022-05-04,2022-10-06,2022-10-07,155,Canada,2,1.0,Standard,167.2,Offline Agent,Canceled,2022,5,May,2022-05,1,167.2,1
BKG104764,City Hotel,2023-08-17,2023-11-22,2023-11-23,97,Australia,4,0.0,Suite,323.37,Online Travel Agent,Check-Out,2023,8,Aug,2023-08,1,323.37,0
BKG104765,City Hotel,2023-01-09,2023-02-03,2023-02-06,25,UAE,3,2.0,Suite,119.44,Direct,Check-Out,2023,1,Jan,2023-01,3,358.32,0
BKG104766,Resort Hotel,2024-01-25,2024-02-09,2024-02-16,15,UAE,2,0.0,Family,180.6,Corporate,Check-Out,2024,1,Jan,2024-01,7,1264.2,0
BKG104767,Resort Hotel,2023-03-22,2023-03-27,2023-04-05,5,India,2,1.0,Deluxe,183.17,Direct,Check-Out,2023,3,Mar,2023-03,9,1648.53,0
BKG104768,City Hotel,2022-03-20,2022-09-04,2022-09-07,168,UAE,1,2.0,Family,281.21,Online Travel Agent,Check-Out,2022,3,Mar,2022-03,3,843.6299999999999,0
BKG104769,Resort Hotel,2024-03-10,2024-07-08,2024-07-12,120,Singapore,3,2.0,Suite,135.79,Offline Agent,Check-Out,2024,3,Mar,2024-03,4,543.16,0
BKG104770,Resort Hotel,2023-05-04,2023-08-03,2023-08-13,91,Singapore,3,2.0,Family,260.89,Offline Agent,Canceled,2023,5,May,2023-05,10,2608.8999999999996,1
BKG104771,Resort Hotel,2022-04-26,2022-09-16,2022-09-25,143,Germany,1,0.0,Family,94.8,Corporate,Canceled,2022,4,Apr,2022-04,9,853.1999999999999,1
BKG104772,City Hotel,2022-06-13,2022-08-05,2022-08-09,53,USA,1,0.0,Family,128.19,Online Travel Agent,Check-Out,2022,6,Jun,2022-06,4,512.76,0
BKG104773,City Hotel,2024-06-18,2024-07-13,2024-07-16,25,Germany,4,2.0,Deluxe,200.7,Offline Agent,Canceled,2024,6,Jun,2024-06,3,602.0999999999999,1
BKG104774,Resort Hotel,2023-09-24,2024-03-07,2024-03-08,165,UK,1,0.0,Standard,255.77,Direct,Check-Out,2023,9,Sep,2023-09,1,255.77,0
BKG104775,Resort Hotel,2022-02-25,2022-05-14,2022-05-19,78,Brazil,3,0.0,Family,309.84,Online Travel Agent,Check-Out,2022,2,Feb,2022-02,5,1549.1999999999998,0
BKG104776,Resort Hotel,2022-09-19,2023-02-16,2023-02-22,150,France,4,0.0,Deluxe,292.91,Online Travel Agent,No-Show,2022,9,Sep,2022-09,6,1757.46,0
