Booking_ID,Hotel_Type,Booking_Date,Checkin_Date,Checkout_Date,Lead_Time,Country,Adults,Children,Room_Type,ADR,Booking_Channel,Cancellation_Status
BKG104412,City Hotel,2022-05-02,2022-10-25,2022-10-30,176,Germany,3,0.0,Deluxe,155.39,Offline Agent,Check-Out
BKG104413,City Hotel,2023-09-10,2023-12-04,2023-12-06,85,USA,1,,Deluxe,90.29,Offline Agent,Canceled
BKG104414,Resort Hotel,2023-01-08,2023-06-24,2023-07-04,167,UK,3,0.0,Standard,223.52,Direct,Check-Out
BKG104415,City Hotel,2023-10-26,2023-12-03,2023-12-08,38,Canada,1,2.0,Standard,253.64,Online Travel Agent,Check-Out
BKG104416,Resort Hotel,2024-05-31,2024-06-27,2024-07-04,27,Australia,4,1.0,Standard,145.41,Corporate,Check-Out
BKG104417,Resort Hotel,2022-01-03,2022-06-03,2022-06-12,151,,3,,Deluxe,105.02,Offline Agent,Check-Out
BKG104418,City Hotel,2022-10-05,2023-02-02,2023-02-07,120,Singapore,2,0.0,Deluxe,284.91,Offline Agent,Check-Out
BKG104419,City Hotel,2023-10-10,2023-11-02,2023-11-11,23,Singapore,4,1.0,Standard,171.1,Corporate,Check-Out
BKG104420,City Hotel,2024-03-19,2024-08-24,2024-08-31,158,Brazil,3,0.0,Standard,270.43,,Canceled
BKG104421,City Hotel,2022-07-18,2023-01-03,2023-01-05,169,Canada,2,1.0,Suite,65.75,Online Travel Agent,Check-Out
BKG104422,City Hotel,2023-10-06,2024-02-19,2024-02-24,136,Australia,3,2.0,Suite,166.53,Corporate,Check-Out
BKG104423,Resort Hotel,2024-05-10,2024-06-03,2024-06-06,24,Canada,4,2.0,Deluxe,86.24,Offline Agent,Canceled
BKG104424,Resort Hotel,2022-04-22,2022-09-02,2022-09-06,133,UK,3,2.0,,326.44,Corporate,Check-Out
BKG104425,Resort Hotel,2024-01-05,2024-02-18,2024-02-22,44,UK,2,0.0,Suite,260.98,Corporate,Check-Out
BKG104426,City Hotel,2023-05-27,2023-06-15,2023-06-17,19,France,4,0.0,Deluxe,295.18,Corporate,Check-Out
BKG104427,Resort Hotel,2024-03-13,2024-05-24,2024-06-03,72,UK,2,2.0,Family,298.27,Online Travel Agent,Check-Out
BKG104428,Resort Hotel,2022-04-13,2022-08-09,2022-08-14,118,India,1,0.0,Family,212.15,Online Travel Agent,Canceled
BKG104429,Resort Hotel,2024-05-23,2024-09-24,2024-10-01,124,France,2,0.0,Family,139.4,Online Travel Agent,Check-Out
BKG104430,Resort Hotel,2024-02-05,2024-05-11,2024-05-15,96,,2,0.0,Deluxe,175.44,Offline Agent,Check-Out
BKG104431,Resort Hotel,2022-06-25,2022-09-17,2022-09-20,84,France,1,0.0,Deluxe,269.12,Corporate,Canceled
BKG104432,City Hotel,2022-04-08,2022-08-07,2022-08-10,121,India,2,1.0,Suite,327.67,,Check-Out
BKG104433,City Hotel,2022-06-23,2022-09-30,2022-10-01,99,UK,2,0.0,Deluxe,156.8,Corporate,Check-Out
BKG104434,Resort Hotel,2022-11-24,2023-02-24,2023-02-28,92,,1,1.0,Standard,319.51,Online Travel Agent,Check-Out
BKG104435,Resort Hotel,2023-11-03,2024-03-17,2024-03-27,135,Germany,2,1.0,Suite,165.5,Online Travel Agent,Check-Out
BKG104436,City Hotel,2022-02-06,2022-05-12,2022-05-19,95,,2,0.0,Deluxe,157.0,Corporate,Check-Out
BKG104437,City Hotel,2022-03-06,2022-07-18,2022-07-21,134,France,3,,Family,237.63,Online Travel Agent,Check-Out
BKG104438,Resort Hotel,2022-12-20,2023-03-22,2023-03-30,92,Canada,2,0.0,,323.16,Offline Agent,Check-Out
BKG104439,City Hotel,2022-01-01,2022-05-28,2022-06-02,147,India,1,0.0,,133.04,Offline Agent,Canceled
BKG104440,Resort Hotel,2022-01-16,2022-04-11,2022-04-18,85,Australia,4,0.0,Suite,286.71,Offline Agent,Canceled
BKG104441,Resort Hotel,2023-05-24,2023-06-27,2023-06-30,34,France,2,0.0,Deluxe,143.95,Online Travel Agent,Check-Out
BKG104442,City Hotel,2022-09-02,2023-02-25,2023-02-27,176,USA,1,0.0,Deluxe,299.72,Offline Agent,Canceled
BKG104443,Resort Hotel,2022-12-15,2023-05-15,2023-05-17,151,India,1,0.0,Deluxe,344.79,Offline Agent,Check-Out
BKG104444,Resort Hotel,2024-04-15,2024-05-21,2024-05-25,36,France,2,2.0,Standard,179.24,Direct,Check-Out
BKG104445,Resort Hotel,2022-12-04,2023-02-18,2023-02-21,76,UK,2,0.0,Suite,274.09,Direct,Check-Out
BKG104446,Resort Hotel,2022-08-25,2023-02-17,2023-02-20,176,UK,1,0.0,Family,67.9,Direct,Check-Out
BKG104447,City Hotel,2023-11-20,2023-12-31,2024-01-05,41,Brazil,2,0.0,Standard,77.8,Direct,Check-Out
BKG104448,City Hotel,2024-02-17,2024-03-29,2024-04-08,41,,3,1.0,Deluxe,93.81,Corporate,Canceled
BKG104449,City Hotel,2023-12-15,2024-04-25,2024-04-30,132,India,4,1.0,Family,291.96,,Check-Out
BKG104450,Resort Hotel,2023-01-07,2023-03-03,2023-03-10,55,India,1,0.0,Family,61.01,Online Travel Agent,Check-Out
BKG104451,Resort Hotel,2023-02-06,2023-04-09,2023-04-13,62,USA,4,0.0,Suite,97.37,Offline Agent,Check-Out
BKG104452,Resort Hotel,2024-01-12,2024-02-22,2024-02-29,41,Australia,1,1.0,Deluxe,276.31,Direct,Check-Out
BKG104453,Resort Hotel,2024-04-11,2024-09-11,2024-09-20,153,Singapore,4,1.0,Deluxe,310.84,Corporate,Check-Out
BKG104454,Resort Hotel,2023-05-30,2023-07-08,2023-07-10,39,UK,3,1.0,Deluxe,108.19,Direct,Canceled
BKG104455,City Hotel,2024-05-24,2024-07-20,2024-07-24,57,UK,1,0.0,Deluxe,205.03,Direct,Check-Out
BKG104456,City Hotel,2022-01-29,2022-05-07,2022-05-10,98,India,4,0.0,Standard,283.71,Corporate,Check-Out
BKG104457,Resort Hotel,2022-06-25,2022-09-12,2022-09-18,79,France,2,0.0,Suite,231.18,Offline Agent,Check-Out
BKG104458,City Hotel,2022-01-27,2022-06-09,2022-06-19,133,India,2,2.0,Suite,264.81,Offline Agent,Canceled
BKG104459,City Hotel,2023-12-12,2024-05-17,2024-05-21,157,Germany,2,,Suite,140.72,Direct,Check-Out
BKG104460,Resort Hotel,2023-06-19,2023-10-11,2023-10-20,114,UAE,3,2.0,Deluxe,83.11,Online Travel Agent,Check-Out
BKG104461,Resort Hotel,2024-02-02,2024-04-10,2024-04-16,68,Singapore,4,0.0,,225.41,Corporate,Canceled
BKG104462,City Hotel,2023-05-04,2023-06-06,2023-06-10,33,India,2,0.0,,64.06,Online Travel Agent,Check-Out
BKG104463,City Hotel,2023-09-10,2023-11-26,2023-12-05,77,Canada,3,1.0,Suite,257.57,Direct,Canceled
BKG104464,City Hotel,2022-04-11,2022-06-18,2022-06-27,68,UAE,2,0.0,,336.7,Offline Agent,Check-Out
BKG104465,Resort Hotel,2023-11-12,2023-12-17,2023-12-25,35,UAE,1,0.0,Suite,156.55,Online Travel Agent,Canceled
BKG104466,Resort Hotel,2024-02-03,2024-07-22,2024-07-23,170,France,3,0.0,Standard,274.27,Direct,Check-Out
BKG104467,Resort Hotel,2023-02-22,2023-06-16,2023-06-23,114,UAE,1,2.0,Family,299.95,Corporate,Check-Out
BKG104468,City Hotel,2022-09-12,2022-11-02,2022-11-09,51,Germany,3,0.0,Deluxe,304.0,Online Travel Agent,Check-Out
BKG104469,Resort Hotel,2022-10-05,2022-12-01,2022-12-04,57,France,4,0.0,Standard,145.53,Direct,Check-Out
BKG104470,Resort Hotel,2022-12-20,2023-01-27,2023-02-01,38,UAE,2,0.0,Family,72.47,Direct,Check-Out
BKG104471,Resort Hotel,2022-01-31,2022-07-08,2022-07-14,158,UK,2,0.0,Suite,276.76,,Canceled
BKG104472,City Hotel,2024-02-29,2024-06-10,2024-06-15,102,India,4,0.0,Family,187.03,Offline Agent,Check-Out
BKG104473,Resort Hotel,2023-11-16,2024-02-21,2024-02-26,97,India,3,0.0,Family,206.82,,Check-Out
BKG104474,City Hotel,2022-03-23,2022-04-02,2022-04-04,10,Singapore,1,0.0,Standard,99.21,Corporate,Check-Out
BKG104475,City Hotel,2023-10-18,2024-01-02,2024-01-05,76,France,1,0.0,Standard,274.28,Online Travel Agent,Check-Out
BKG104476,Resort Hotel,2023-08-22,2023-09-08,2023-09-09,17,USA,1,1.0,Suite,109.17,Direct,No-Show
BKG104477,City Hotel,2022-10-18,2023-03-12,2023-03-22,145,,2,0.0,Standard,266.75,Corporate,Check-Out
BKG104478,Resort Hotel,2022-03-17,2022-04-01,2022-04-09,15,USA,1,0.0,Standard,258.67,Corporate,Check-Out
BKG104479,City Hotel,2022-01-10,2022-03-06,2022-03-08,55,India,3,2.0,Family,208.93,,Check-Out
BKG104480,Resort Hotel,2023-03-17,2023-07-08,2023-07-14,113,UAE,1,0.0,Standard,93.64,Corporate,Check-Out
BKG104481,City Hotel,2023-08-04,2023-11-01,2023-11-03,89,India,3,0.0,Deluxe,330.09,Online Travel Agent,Check-Out
BKG104482,Resort Hotel,2022-08-24,2023-01-09,2023-01-16,138,USA,1,0.0,Standard,339.74,Offline Agent,Check-Out
BKG104483,Resort Hotel,2024-01-13,2024-05-12,2024-05-14,120,France,3,0.0,,277.91,Online Travel Agent,Check-Out
BKG104484,City Hotel,2023-10-25,2024-02-09,2024-02-15,107,UK,1,0.0,,336.6,Corporate,Check-Out
BKG104485,Resort Hotel,2024-05-19,2024-11-13,2024-11-14,178,UK,4,,Deluxe,204.79,,Check-Out
BKG104486,Resort Hotel,2022-11-26,2022-12-04,2022-12-13,8,France,3,0.0,Standard,295.97,Offline Agent,Canceled
BKG104487,Resort Hotel,2022-02-05,2022-07-11,2022-07-18,156,Germany,2,0.0,,282.07,Online Travel Agent,Check-Out
BKG104488,Resort Hotel,2022-01-16,2022-06-14,2022-06-24,149,France,2,0.0,Standard,301.61,Online Travel Agent,Canceled
BKG104489,City Hotel,2023-09-18,2024-03-10,2024-03-19,174,USA,1,0.0,Deluxe,302.04,,Check-Out
BKG104490,City Hotel,2023-04-04,2023-06-21,2023-06-23,78,Brazil,3,2.0,,310.43,Corporate,Check-Out
BKG104491,City Hotel,2022-07-16,2022-09-30,2022-10-06,76,UK,1,0.0,Family,177.5,Direct,Check-Out
BKG104492,Resort Hotel,2023-12-28,2024-04-16,2024-04-26,110,USA,4,1.0,Standard,319.33,Corporate,Check-Out
BKG104493,City Hotel,2024-02-24,2024-04-07,2024-04-17,43,Germany,2,1.0,Standard,103.04,Offline Agent,Check-Out
BKG104494,Resort Hotel,2023-05-25,2023-10-30,2023-11-08,158,,2,1.0,Family,192.1,,Check-Out
BKG104495,Resort Hotel,2022-05-18,2022-07-21,2022-07-22,64,Germany,2,0.0,Standard,84.14,Corporate,Check-Out
BKG104496,City Hotel,2022-07-02,2022-07-16,2022-07-25,14,USA,2,0.0,Family,289.52,Direct,Check-Out
BKG104497,City Hotel,2023-04-02,2023-05-10,2023-05-20,38,Australia,3,0.0,Standard,256.97,Offline Agent,No-Show
BKG104498,Resort Hotel,2023-03-10,2023-04-07,2023-04-09,28,Brazil,1,2.0,Standard,138.55,Direct,Check-Out
BKG104499,Resort Hotel,2023-11-19,2024-03-20,2024-03-27,122,Singapore,4,0.0,Family,279.65,Direct,Canceled
BKG104500,City Hotel,2022-07-31,2022-09-24,2022-10-04,55,Canada,3,0.0,Family,173.43,Online Travel Agent,Canceled
BKG104501,Resort Hotel,2022-12-15,2023-03-15,2023-03-16,90,Brazil,1,0.0,Standard,158.53,Direct,Check-Out
BKG104502,Resort Hotel,2023-10-03,2024-03-10,2024-03-13,159,UAE,3,0.0,Suite,260.63,Offline Agent,Canceled
BKG104503,City Hotel,2022-11-16,2022-12-05,2022-12-15,19,Germany,3,0.0,Family,304.82,Online Travel Agent,Check-Out
BKG104504,Resort Hotel,2023-01-16,2023-01-19,2023-01-22,3,Singapore,1,1.0,Standard,175.69,Corporate,Check-Out
BKG104505,Resort Hotel,2023-07-04,2023-08-26,2023-09-02,53,Germany,4,2.0,Deluxe,136.42,,Check-Out
BKG104506,City Hotel,2022-10-13,2023-03-06,2023-03-08,144,UAE,1,1.0,Standard,186.28,Online Travel Agent,Check-Out
BKG104507,City Hotel,2024-04-25,2024-08-29,2024-09-04,126,UAE,2,0.0,Deluxe,156.4,Direct,Check-Out
BKG104508,Resort Hotel,2022-02-23,2022-07-10,2022-07-14,137,Germany,4,0.0,Family,323.09,,Check-Out
BKG104509,Resort Hotel,2023-03-16,2023-07-07,2023-07-13,113,UAE,4,1.0,Standard,335.94,Corporate,Check-Out
BKG104510,Resort Hotel,2023-11-09,2024-05-05,2024-05-13,178,Canada,3,0.0,Standard,233.55,Online Travel Agent,Check-Out
BKG104511,Resort Hotel,2023-04-15,2023-09-01,2023-09-02,139,India,1,0.0,Standard,202.85,Online Travel Agent,Check-Out
BKG104512,Resort Hotel,2022-05-27,2022-05-28,2022-06-06,1,Australia,2,,Standard,134.55,Online Travel Agent,Check-Out
BKG104513,City Hotel,2022-12-22,2023-04-26,2023-05-05,125,USA,3,0.0,Standard,317.12,Offline Agent,Canceled
BKG104514,City Hotel,2022-09-24,2022-12-12,2022-12-17,79,Australia,1,0.0,Standard,124.78,Offline Agent,No-Show
BKG104515,Resort Hotel,2022-05-25,2022-06-26,2022-06-29,32,India,4,1.0,Suite,98.35,Corporate,Canceled
BKG104516,Resort Hotel,2024-03-21,2024-03-30,2024-04-02,9,Singapore,4,0.0,Suite,276.24,Offline Agent,Check-Out
BKG104517,City Hotel,2022-12-06,2023-05-04,2023-05-07,149,Singapore,1,2.0,Family,230.45,Corporate,Canceled
BKG104518,City Hotel,2023-10-02,2024-02-26,2024-03-01,147,UAE,2,2.0,Deluxe,190.44,Online Travel Agent,Check-Out
BKG104519,Resort Hotel,2022-06-30,2022-08-28,2022-09-06,59,France,3,2.0,Suite,187.86,Corporate,Check-Out
BKG104520,Resort Hotel,2024-01-04,2024-03-01,2024-03-09,57,Brazil,2,1.0,Standard,283.63,Corporate,Check-Out
BKG104521,Resort Hotel,2022-08-17,2022-12-14,2022-12-24,119,USA,3,1.0,Deluxe,173.78,Corporate,Check-Out
BKG104522,Resort Hotel,2023-08-10,2023-08-14,2023-08-15,4,Canada,2,0.0,Suite,330.42,Direct,Canceled
BKG104523,Resort Hotel,2022-10-30,2023-02-09,2023-02-11,102,USA,3,,Family,288.95,Offline Agent,Check-Out
BKG104524,City Hotel,2022-01-05,2022-05-18,2022-05-28,133,Australia,4,0.0,Suite,85.7,Offline Agent,Check-Out
BKG104525,City Hotel,2022-06-13,2022-12-10,2022-12-15,180,Singapore,2,0.0,Deluxe,305.78,Direct,Check-Out
BKG104526,Resort Hotel,2022-12-04,2023-02-06,2023-02-07,64,Germany,3,0.0,Family,241.54,Direct,Check-Out
BKG104527,Resort Hotel,2022-07-23,2022-09-25,2022-10-02,64,France,4,2.0,,279.09,Offline Agent,No-Show
BKG104528,Resort Hotel,2022-05-21,2022-10-22,2022-10-29,154,USA,3,0.0,Suite,113.16,Direct,Check-Out
BKG104529,City Hotel,2022-01-18,2022-05-17,2022-05-27,119,Singapore,1,2.0,Family,72.31,Offline Agent,Canceled
BKG104530,City Hotel,2022-03-19,2022-06-18,2022-06-19,91,UAE,2,,Standard,329.67,Direct,Check-Out
BKG104531,Resort Hotel,2022-06-02,2022-11-03,2022-11-08,154,Germany,3,0.0,Family,278.54,,Check-Out
BKG104532,City Hotel,2023-05-19,2023-08-05,2023-08-08,78,Germany,3,0.0,Deluxe,192.78,Online Travel Agent,Canceled
BKG104533,City Hotel,2023-09-02,2023-12-02,2023-12-03,91,Canada,1,1.0,Suite,207.43,Corporate,Check-Out
BKG104534,City Hotel,2024-03-06,2024-05-27,2024-05-31,82,India,3,1.0,Deluxe,290.67,Offline Agent,Canceled
BKG104535,City Hotel,2022-08-02,2022-09-26,2022-10-03,55,Canada,1,0.0,Suite,112.42,Online Travel Agent,No-Show
BKG104536,City Hotel,2024-02-22,2024-03-16,2024-03-23,23,Australia,2,0.0,Standard,238.59,Corporate,Check-Out
BKG104537,City Hotel,2024-02-27,2024-08-21,2024-08-24,176,USA,3,0.0,Family,180.81,Direct,Check-Out
BKG104538,City Hotel,2023-11-29,2024-02-29,2024-03-08,92,USA,4,0.0,Suite,77.45,Offline Agent,Check-Out
BKG104539,Resort Hotel,2023-05-20,2023-11-07,2023-11-12,171,India,1,2.0,Standard,169.58,Direct,Check-Out
BKG104540,City Hotel,2023-11-24,2024-04-02,2024-04-06,130,UK,3,2.0,Family,249.88,Direct,Check-Out
BKG104541,Resort Hotel,2023-07-25,2023-11-23,2023-12-01,121,,4,1.0,Deluxe,155.26,Corporate,Canceled
BKG104542,City Hotel,2023-04-28,2023-05-29,2023-06-03,31,France,3,0.0,Standard,316.92,Direct,Check-Out
BKG104543,Resort Hotel,2024-03-11,2024-04-21,2024-04-28,41,Brazil,3,1.0,Deluxe,339.59,Offline Agent,Check-Out
BKG104544,City Hotel,2023-02-02,2023-03-19,2023-03-27,45,India,3,0.0,Deluxe,158.9,Corporate,Check-Out
BKG104545,City Hotel,2023-06-07,2023-10-31,2023-11-04,146,Germany,4,,Family,239.85,Corporate,Check-Out
BKG104546,City Hotel,2022-06-23,2022-08-08,2022-08-09,46,France,3,1.0,Family,69.75,Offline Agent,Check-Out
BKG104547,City Hotel,2024-06-16,2024-12-11,2024-12-15,178,Australia,1,0.0,Deluxe,334.01,Offline Agent,Check-Out
BKG104548,City Hotel,2024-05-28,2024-07-28,2024-08-06,61,USA,3,0.0,Suite,311.18,Direct,Check-Out
BKG104549,City Hotel,2023-10-27,2024-01-03,2024-01-07,68,Germany,1,0.0,,298.66,Corporate,Check-Out
BKG104550,City Hotel,2024-05-17,2024-07-01,2024-07-06,45,Singapore,1,0.0,Standard,238.43,Corporate,Check-Out
BKG104551,City Hotel,2023-06-12,2023-10-24,2023-10-31,134,Germany,1,2.0,,266.53,Direct,Check-Out
BKG104552,City Hotel,2022-11-11,2023-03-03,2023-03-11,112,Germany,1,0.0,Family,161.78,Online Travel Agent,Check-Out
BKG104553,Resort Hotel,2023-02-21,2023-03-24,2023-03-31,31,Australia,2,0.0,Family,274.76,Online Travel Agent,Check-Out
BKG104554,Resort Hotel,2023-06-25,2023-10-29,2023-11-02,126,USA,1,0.0,Standard,65.82,Offline Agent,Check-Out
BKG104555,City Hotel,2024-06-06,2024-07-06,2024-07-13,30,Brazil,2,0.0,Family,276.55,Offline Agent,Canceled
BKG104556,Resort Hotel,2023-02-07,2023-03-23,2023-03-25,44,UK,2,0.0,Suite,150.49,Offline Agent,Check-Out
BKG104557,City Hotel,2023-07-20,2023-11-05,2023-11-13,108,USA,1,1.0,Suite,89.73,Corporate,Check-Out
BKG104558,City Hotel,2022-05-25,2022-08-18,2022-08-26,85,UK,3,0.0,Standard,115.76,Online Travel Agent,Canceled
BKG104559,City Hotel,2022-07-13,2022-09-25,2022-09-27,74,,2,1.0,Deluxe,129.36,Corporate,Check-Out
BKG104560,Resort Hotel,2024-06-11,2024-07-05,2024-07-07,24,,3,0.0,Standard,210.19,Online Travel Agent,Canceled
BKG104561,City Hotel,2022-12-08,2022-12-29,2023-01-06,21,India,1,2.0,Family,340.71,Offline Agent,Check-Out
BKG104562,City Hotel,2023-03-14,2023-08-31,2023-09-10,170,France,2,0.0,Suite,120.76,Direct,Check-Out
BKG104563,Resort Hotel,2022-07-17,2022-10-27,2022-11-01,102,Germany,2,0.0,Suite,153.49,Direct,Check-Out
BKG104564,City Hotel,2024-01-26,2024-03-10,2024-03-12,44,,1,0.0,Family,106.54,Corporate,Canceled
BKG104565,City Hotel,2023-09-03,2023-09-20,2023-09-25,17,Canada,3,2.0,Standard,281.26,Direct,Check-Out
BKG104566,Resort Hotel,2024-04-04,2024-08-04,2024-08-05,122,UAE,3,1.0,Deluxe,214.53,Direct,Check-Out
BKG104567,Resort Hotel,2022-09-30,2022-11-24,2022-11-30,55,Australia,3,0.0,,172.62,Direct,Check-Out
BKG104568,Resort Hotel,2023-03-20,2023-05-19,2023-05-26,60,India,3,0.0,Family,268.61,Direct,Canceled
BKG104569,Resort Hotel,2024-03-13,2024-06-26,2024-07-04,105,Australia,2,2.0,Standard,100.49,Corporate,Check-Out
BKG104570,Resort Hotel,2023-08-18,2023-11-01,2023-11-04,75,France,2,0.0,Family,85.98,Corporate,No-Show
BKG104571,City Hotel,2023-10-20,2024-03-29,2024-04-04,161,Singapore,1,,Deluxe,234.59,Online Travel Agent,Check-Out
BKG104572,Resort Hotel,2024-01-26,2024-03-19,2024-03-28,53,UK,4,0.0,,313.71,Direct,Check-Out
BKG104573,Resort Hotel,2024-01-11,2024-06-10,2024-06-20,151,USA,2,2.0,Suite,279.44,Online Travel Agent,Canceled
BKG104574,City Hotel,2024-03-10,2024-08-30,2024-09-05,173,USA,3,0.0,Family,202.12,Online Travel Agent,Canceled
BKG104575,Resort Hotel,2023-02-02,2023-06-13,2023-06-14,131,India,2,0.0,Suite,150.0,Corporate,Canceled
BKG104576,City Hotel,2023-06-18,2023-06-22,2023-06-24,4,Germany,2,0.0,Deluxe,297.83,,Check-Out
BKG104577,Resort Hotel,2023-01-02,2023-05-08,2023-05-13,126,USA,2,0.0,Suite,89.68,Corporate,Check-Out
BKG104578,City Hotel,2023-09-27,2024-03-06,2024-03-16,161,,2,2.0,Standard,83.78,Offline Agent,Canceled
BKG104579,Resort Hotel,2023-09-29,2024-03-15,2024-03-16,168,Canada,1,0.0,Family,169.99,Corporate,No-Show
BKG104580,Resort Hotel,2023-08-06,2023-09-07,2023-09-08,32,,3,2.0,Standard,147.76,Online Travel Agent,Canceled
BKG104581,City Hotel,2022-03-18,2022-07-03,2022-07-12,107,Germany,1,0.0,Family,279.33,Online Travel Agent,Check-Out
BKG104582,Resort Hotel,2022-10-26,2022-12-18,2022-12-28,53,France,3,0.0,Family,243.18,Direct,Check-Out
BKG104583,City Hotel,2022-01-04,2022-06-02,2022-06-09,149,Germany,1,0.0,Standard,167.77,Corporate,Check-Out
BKG104584,Resort Hotel,2024-03-24,2024-06-20,2024-06-27,88,France,2,0.0,Family,256.38,Online Travel Agent,Check-Out
BKG104585,Resort Hotel,2022-10-10,2023-02-28,2023-03-06,141,Australia,3,0.0,Deluxe,344.66,Direct,Canceled
BKG104586,Resort Hotel,2022-02-02,2022-04-28,2022-05-06,85,UAE,3,0.0,Deluxe,83.36,Online Travel Agent,Check-Out
BKG104587,City Hotel,2022-08-29,2023-01-07,2023-01-17,131,Canada,1,,Family,296.15,Online Travel Agent,Check-Out
BKG104588,City Hotel,2023-11-26,2024-02-26,2024-02-29,92,Singapore,1,2.0,Family,325.02,Online Travel Agent,Check-Out
BKG104589,Resort Hotel,2022-07-13,2022-12-15,2022-12-20,155,UAE,2,2.0,,64.06,Offline Agent,Check-Out
BKG104590,Resort Hotel,2022-07-24,2022-12-26,2023-01-04,155,Canada,1,0.0,Family,198.69,,Canceled
BKG104591,City Hotel,2022-06-07,2022-06-20,2022-06-26,13,Singapore,4,2.0,Suite,246.31,Direct,Check-Out
BKG104592,Resort Hotel,2023-04-13,2023-06-16,2023-06-25,64,France,4,2.0,Standard,82.52,Corporate,Check-Out
BKG104593,Resort Hotel,2022-05-01,2022-07-10,2022-07-11,70,Germany,3,,Family,275.65,Online Travel Agent,Check-Out
BKG104594,City Hotel,2022-02-04,2022-02-04,2022-02-05,0,USA,3,2.0,Deluxe,297.73,Direct,Check-Out
BKG104595,City Hotel,2023-06-03,2023-06-29,2023-06-30,26,Germany,3,0.0,Family,107.97,Direct,Check-Out
BKG104596,Resort Hotel,2023-01-05,2023-04-25,2023-04-27,110,Brazil,3,0.0,Family,89.33,Online Travel Agent,Check-Out
BKG104597,Resort Hotel,2024-05-10,2024-05-24,2024-06-03,14,,2,0.0,Suite,95.14,Online Travel Agent,Check-Out
BKG104598,Resort Hotel,2023-03-18,2023-04-15,2023-04-17,28,,1,0.0,Suite,209.38,Online Travel Agent,Check-Out
BKG104599,City Hotel,2024-02-07,2024-05-04,2024-05-07,87,Australia,4,0.0,Suite,98.2,Online Travel Agent,Canceled
BKG104600,Resort Hotel,2024-05-15,2024-10-25,2024-10-26,163,Germany,1,0.0,Standard,78.64,Online Travel Agent,Check-Out
BKG104601,Resort Hotel,2023-08-17,2023-11-22,2023-11-28,97,UK,3,,Deluxe,248.66,Direct,Check-Out
BKG104602,Resort Hotel,2022-11-11,2022-12-06,2022-12-11,25,UK,2,0.0,Standard,141.65,Offline Agent,Check-Out
BKG104603,Resort Hotel,2023-09-10,2024-02-21,2024-02-22,164,UAE,3,0.0,Suite,208.61,,Check-Out
BKG104604,City Hotel,2024-01-17,2024-03-26,2024-03-29,69,UK,1,1.0,Suite,217.59,Offline Agent,Check-Out
BKG104605,Resort Hotel,2022-03-29,2022-04-04,2022-04-13,6,India,4,0.0,Suite,195.39,,Canceled
BKG104606,Resort Hotel,2022-12-25,2023-04-21,2023-05-01,117,Singapore,1,0.0,Suite,158.48,Corporate,Canceled
BKG104607,City Hotel,2024-03-20,2024-06-22,2024-06-25,94,UK,4,0.0,Deluxe,131.58,Online Travel Agent,Check-Out
BKG104608,City Hotel,2022-05-12,2022-09-30,2022-10-05,141,UK,2,0.0,Standard,285.3,Direct,Check-Out
BKG104609,Resort Hotel,2022-06-08,2022-11-13,2022-11-15,158,Germany,4,0.0,Suite,171.35,Direct,Check-Out
BKG104610,City Hotel,2023-10-03,2023-12-27,2024-01-04,85,Australia,1,0.0,Deluxe,90.94,Corporate,Check-Out
BKG104611,Resort Hotel,2022-08-12,2022-08-27,2022-08-30,15,USA,3,0.0,Standard,123.69,Direct,Check-Out
BKG104612,City Hotel,2023-03-11,2023-05-27,2023-06-01,77,Canada,2,0.0,,141.78,Corporate,Check-Out
BKG104613,Resort Hotel,2023-09-24,2023-10-29,2023-11-01,35,Australia,4,1.0,Standard,66.83,Corporate,Check-Out
BKG104614,City Hotel,2023-02-14,2023-07-23,2023-07-31,159,France,4,0.0,Standard,161.95,Online Travel Agent,Check-Out
BKG104615,City Hotel,2022-01-16,2022-05-10,2022-05-17,114,UK,3,2.0,Family,240.54,Offline Agent,Check-Out
BKG104616,Resort Hotel,2023-08-02,2023-11-15,2023-11-24,105,,1,0.0,Suite,188.44,Offline Agent,Check-Out
BKG104617,Resort Hotel,2023-11-05,2024-02-04,2024-02-07,91,Canada,2,0.0,Standard,87.59,Corporate,Check-Out
BKG104618,Resort Hotel,2023-12-18,2024-03-21,2024-03-31,94,Germany,2,0.0,Standard,248.19,Corporate,Check-Out
BKG104619,City Hotel,2022-04-25,2022-08-07,2022-08-09,104,France,4,1.0,Suite,274.21,Offline Agent,Check-Out
BKG104620,City Hotel,2022-02-10,2022-06-14,2022-06-16,124,USA,1,2.0,Standard,348.84,Online Travel Agent,Check-Out
BKG104621,Resort Hotel,2023-07-13,2023-11-06,2023-11-09,116,Canada,2,2.0,Standard,77.41,Corporate,Check-Out
BKG104622,Resort Hotel,2023-06-13,2023-09-23,2023-09-24,102,Australia,2,1.0,Deluxe,147.41,,Check-Out
BKG104623,City Hotel,2023-06-06,2023-10-21,2023-10-26,137,USA,4,2.0,Suite,306.7,Offline Agent,Check-Out
BKG104624,City Hotel,2023-05-24,2023-08-20,2023-08-21,88,USA,1,0.0,Standard,247.38,Offline Agent,Check-Out
BKG104625,City Hotel,2023-10-10,2023-12-27,2024-01-01,78,France,1,0.0,Suite,105.28,Direct,Check-Out
BKG104626,Resort Hotel,2022-08-25,2022-12-16,2022-12-26,113,France,2,,Suite,173.02,Offline Agent,Canceled
