Transaction ID,Customer ID,Transaction Date,Transaction Amount,Transaction Type,Merchant Category,Location,Device Used,Fraud Flag
T104458,C1524,2024-10-21,8608.46,ATM,Entertainment,Kolkata,ATM Machine,No
T104459,C2178,2024-11-02,11197.47,ATM,Fuel,Kolkata,ATM Machine,Yes
T104460,C1665,2024-09-20,6100.82,POS,Fashion,Lucknow,POS Terminal,No
T104461,C1793,2024-04-08,10632.43,ATM,Utilities,Hyderabad,ATM Machine,No
T104462,C1911,2024-03-19,49827.01,Online,Healthcare,Delhi,Mobile,No
T104463,C1122,2024-10-20,6933.82,Online,Healthcare,Delhi,Desktop,No
T104464,C1016,2024-02-20,10164.3,POS,Entertainment,Pune,POS Terminal,No
T104465,C1921,2024-12-16,8222.02,ATM,Healthcare,Chennai,ATM Machine,No
T104466,C2071,2025-04-29,2081.85,POS,Entertainment,Pune,POS Terminal,No
T104467,C1735,2025-03-30,2465.18,POS,Entertainment,Delhi,POS Terminal,No
T104468,C1353,2024-05-10,14244.17,POS,Healthcare,Chennai,POS Terminal,Yes
T104469,C1108,2024-07-16,17652.23,ATM,Fashion,Pune,ATM Machine,No
T104470,C1850,2025-02-17,18187.32,ATM,Restaurant,Chennai,ATM Machine,No
T104471,C1732,2024-02-06,14873.84,POS,Healthcare,Pune,POS Terminal,No
T104472,C1219,2024-03-19,10574.11,Online,Fuel,Chennai,Desktop,No
T104473,C2050,2024-10-28,7431.07,ATM,Fashion,Chennai,ATM Machine,Yes
T104474,C1414,2024-04-13,13549.77,ATM,Healthcare,Jaipur,ATM Machine,No
T104475,C1035,2024-09-19,24293.37,Online,Entertainment,Ahmedabad,Mobile,No
T104476,C1927,2024-01-11,21035.8,Online,Healthcare,Hyderabad,Mobile,No
T104477,C1611,2025-02-18,5431.39,POS,Restaurant,Hyderabad,POS Terminal,No
T104478,C1843,2024-02-01,29770.28,Online,Grocery,Pune,Tablet,No
T104479,C2096,2024-04-24,28864.55,Online,E-commerce,Chennai,Tablet,No
T104480,C1552,2024-12-08,3648.43,ATM,Grocery,Lucknow,ATM Machine,No
T104481,C1136,2025-02-25,9698.93,ATM,Fashion,Lucknow,ATM Machine,No
T104482,C2180,2025-03-25,8346.73,POS,Restaurant,Chennai,POS Terminal,No
T104483,C1314,2024-10-11,8597.28,POS,Electronics,Hyderabad,POS Terminal,No
T104484,C1554,2024-09-26,10663.34,Online,Fuel,Pune,Mobile,No
T104485,C1725,2025-01-20,11159.84,POS,Fashion,Chennai,POS Terminal,No
T104486,C1030,2024-10-20,475.47,POS,Fashion,Hyderabad,POS Terminal,No
T104487,C1039,2025-03-30,5386.99,POS,E-commerce,Jaipur,POS Terminal,No
T104488,C1886,2024-01-01,39054.59,Online,E-commerce,Chennai,Desktop,No
T104489,C1091,2025-02-14,28281.87,Online,Electronics,Pune,Tablet,No
T104490,C1287,2024-06-19,5592.67,ATM,Fuel,Lucknow,ATM Machine,No
T104491,C1036,2024-08-27,34808.67,Online,Fuel,Bangalore,Mobile,No
T104492,C2155,2025-01-15,8554.13,POS,Fashion,Ahmedabad,POS Terminal,No
T104493,C1895,2024-08-23,11964.03,POS,E-commerce,Pune,POS Terminal,No
T104494,C1233,2024-12-02,11051.88,POS,Electronics,Jaipur,POS Terminal,No
T104495,C1548,2025-04-10,12397.1,ATM,Utilities,Bangalore,ATM Machine,No
T104496,C2026,2024-09-24,10019.46,ATM,Restaurant,Lucknow,ATM Machine,No
T104497,C2065,2025-03-23,2084.41,POS,Utilities,Chennai,POS Terminal,No
T104498,C1861,2024-03-22,13214.38,Online,Travel,Bangalore,Desktop,No
T104499,C1739,2025-01-04,8672.44,ATM,Healthcare,Lucknow,ATM Machine,No
T104500,C1340,2024-08-23,9029.56,POS,Fashion,Chennai,POS Terminal,No
T104501,C1430,2024-02-20,7754.25,POS,Travel,Mumbai,POS Terminal,No
T104502,C1373,2025-03-07,6119.6,ATM,Travel,Delhi,ATM Machine,No
T104503,C2085,2025-04-17,521.93,Online,Fashion,Jaipur,Tablet,No
T104504,C1301,2025-03-29,7493.96,POS,Entertainment,Pune,POS Terminal,No
T104505,C1849,2024-11-14,6069.71,ATM,E-commerce,Mumbai,ATM Machine,No
T104506,C1313,2024-04-30,36783.49,Online,Fashion,Bangalore,Mobile,No
T104507,C1244,2024-08-18,966.95,ATM,Utilities,Lucknow,ATM Machine,Yes
T104508,C1311,2025-03-28,29324.43,Online,Travel,Ahmedabad,Tablet,No
T104509,C1116,2024-01-19,18858.75,ATM,Healthcare,Pune,ATM Machine,No
T104510,C2111,2024-11-17,3900.98,ATM,Fashion,Mumbai,ATM Machine,No
T104511,C2131,2024-05-23,7127.58,POS,Fashion,Lucknow,POS Terminal,No
T104512,C1532,2024-02-06,2282.73,ATM,Fashion,Kolkata,ATM Machine,No
T104513,C1643,2024-04-13,12700.8,ATM,Utilities,Delhi,ATM Machine,No
T104514,C2116,2024-10-03,11235.37,ATM,Grocery,Ahmedabad,ATM Machine,No
T104515,C1948,2024-09-20,20486.8,Online,Entertainment,Lucknow,Mobile,No
T104516,C1119,2024-10-12,10666.85,ATM,Fuel,Pune,ATM Machine,No
T104517,C1800,2024-03-26,13458.96,POS,Utilities,Hyderabad,POS Terminal,No
T104518,C2128,2024-09-19,3024.79,POS,Healthcare,Hyderabad,POS Terminal,No
T104519,C1319,2025-05-06,1323.71,Online,Fashion,Kolkata,Mobile,No
T104520,C1818,2024-12-14,43110.91,Online,Restaurant,Delhi,Tablet,No
T104521,C1058,2024-11-19,8699.04,POS,Electronics,Jaipur,POS Terminal,No
T104522,C2120,2024-02-21,44554.79,Online,E-commerce,Jaipur,Tablet,No
T104523,C1202,2024-09-18,29927.87,Online,Grocery,Ahmedabad,Mobile,No
T104524,C1795,2025-01-01,16298.14,ATM,Grocery,Delhi,ATM Machine,No
T104525,C1271,2024-04-22,6502.13,POS,Restaurant,Lucknow,POS Terminal,No
T104526,C1794,2024-10-10,15122.27,ATM,Travel,Hyderabad,ATM Machine,No
T104527,C2048,2024-12-05,13704.32,POS,Fuel,Lucknow,POS Terminal,No
T104528,C1095,2024-05-04,11656.4,ATM,Entertainment,Mumbai,ATM Machine,No
T104529,C1672,2024-08-23,4025.31,ATM,E-commerce,Kolkata,ATM Machine,No
T104530,C1462,2025-05-13,13586.12,Online,Entertainment,Pune,Tablet,No
T104531,C1998,2024-08-14,10092.5,Online,Electronics,Bangalore,Tablet,No
T104532,C1447,2024-02-21,3778.17,POS,Entertainment,Pune,POS Terminal,No
T104533,C1652,2024-08-13,6475.1,ATM,Grocery,Pune,ATM Machine,No
T104534,C1192,2024-09-25,8371.49,POS,E-commerce,Lucknow,POS Terminal,No
T104535,C1456,2024-09-21,8861.08,POS,Fuel,Chennai,POS Terminal,No
T104536,C1753,2024-09-17,8816.75,ATM,Travel,Delhi,ATM Machine,No
T104537,C1638,2024-02-02,9269.77,POS,Fashion,Mumbai,POS Terminal,No
T104538,C1210,2025-01-20,4262.43,Online,Travel,Pune,Mobile,No
T104539,C2098,2024-08-15,4571.85,Online,Entertainment,Kolkata,Tablet,No
T104540,C1077,2024-10-25,3850.67,ATM,Fashion,Ahmedabad,ATM Machine,No
T104541,C2102,2024-01-28,26000.26,Online,Travel,Chennai,Tablet,No
T104542,C1874,2024-09-19,3288.52,POS,Fuel,Kolkata,POS Terminal,No
T104543,C2177,2025-02-18,4320.94,POS,Grocery,Hyderabad,POS Terminal,No
T104544,C1867,2025-01-06,6064.66,POS,Fuel,Mumbai,POS Terminal,No
T104545,C1447,2025-04-25,40630.93,Online,E-commerce,Pune,Desktop,No
T104546,C2022,2024-09-16,770.31,ATM,Travel,Delhi,ATM Machine,No
T104547,C2021,2024-07-06,9775.74,POS,Restaurant,Lucknow,POS Terminal,No
T104548,C1302,2024-12-05,10066.26,POS,Travel,Delhi,POS Terminal,No
T104549,C2146,2025-01-31,16073.79,ATM,Travel,Mumbai,ATM Machine,No
T104550,C1182,2024-06-18,18688.68,ATM,Entertainment,Chennai,ATM Machine,No
T104551,C1465,2024-04-26,1202.86,Online,Fuel,Delhi,Desktop,No
T104552,C1764,2024-02-05,3498.78,ATM,Entertainment,Chennai,ATM Machine,No
T104553,C2195,2024-08-09,13303.95,POS,Grocery,Ahmedabad,POS Terminal,No
T104554,C1615,2024-05-29,6931.93,POS,Fashion,Chennai,POS Terminal,No
T104555,C1251,2024-06-25,11509.52,ATM,E-commerce,Pune,ATM Machine,No
T104556,C1169,2025-04-16,13429.03,ATM,Fashion,Chennai,ATM Machine,No
T104557,C1236,2024-08-05,34017.52,Online,Fashion,Mumbai,Desktop,Yes
T104558,C1331,2025-04-04,46600.67,Online,Electronics,Jaipur,Tablet,No
T104559,C2157,2024-10-09,49848.08,Online,Fuel,Delhi,Mobile,No
T104560,C1615,2025-03-04,10830.35,POS,Fashion,Kolkata,POS Terminal,No
T104561,C1120,2024-12-27,6100.81,ATM,Fuel,Jaipur,ATM Machine,No
T104562,C1998,2025-02-19,13208.31,POS,Fuel,Mumbai,POS Terminal,No
T104563,C1264,2024-10-29,1459.81,ATM,Restaurant,Jaipur,ATM Machine,No
T104564,C1495,2025-05-12,11707.83,Online,Grocery,Bangalore,Desktop,No
T104565,C1713,2025-05-11,17999.02,ATM,Grocery,Lucknow,ATM Machine,No
T104566,C2199,2024-07-15,5495.73,ATM,Restaurant,Delhi,ATM Machine,No
T104567,C1387,2024-07-31,3387.7,POS,Fashion,Ahmedabad,POS Terminal,No
T104568,C1774,2024-07-31,2158.07,POS,Healthcare,Delhi,POS Terminal,Yes
T104569,C1642,2025-01-17,12900.77,POS,Travel,Chennai,POS Terminal,No
T104570,C1066,2024-03-09,25102.9,Online,Restaurant,Hyderabad,Desktop,No
T104571,C2115,2024-01-21,33809.68,Online,Travel,Ahmedabad,Desktop,No
T104572,C1863,2024-09-06,3662.09,POS,E-commerce,Mumbai,POS Terminal,No
T104573,C1927,2024-11-10,37950.41,Online,Entertainment,Bangalore,Tablet,No
T104574,C1827,2024-03-02,11424.08,POS,Fuel,Mumbai,POS Terminal,No
T104575,C1433,2024-05-05,4757.71,POS,Electronics,Ahmedabad,POS Terminal,No
T104576,C1810,2025-04-09,6219.17,POS,Healthcare,Chennai,POS Terminal,No
T104577,C1772,2025-02-20,10642.58,Online,Electronics,Jaipur,Desktop,No
T104578,C1263,2024-07-13,48832.74,Online,Electronics,Lucknow,Tablet,No
T104579,C1731,2025-01-11,13089.25,ATM,Healthcare,Lucknow,ATM Machine,No
T104580,C1730,2024-10-25,46740.29,Online,Restaurant,Ahmedabad,Tablet,No
T104581,C1539,2025-02-19,15308.6,Online,Fuel,Lucknow,Mobile,Yes
T104582,C2122,2024-06-14,39138.17,Online,Restaurant,Pune,Desktop,No
T104583,C1427,2025-03-01,11511.29,POS,Fuel,Chennai,POS Terminal,No
T104584,C1818,2024-09-03,34644.45,Online,Restaurant,Jaipur,Tablet,No
T104585,C1002,2024-06-02,14488.02,POS,Travel,Hyderabad,POS Terminal,No
T104586,C1740,2024-05-21,5963.97,POS,Electronics,Pune,POS Terminal,No
T104587,C1599,2024-10-24,6709.72,Online,Restaurant,Pune,Mobile,No
T104588,C1938,2024-09-26,13598.32,ATM,Fashion,Lucknow,ATM Machine,No
T104589,C1438,2024-02-02,36519.63,Online,Grocery,Chennai,Mobile,No
T104590,C1585,2024-05-04,8668.4,POS,Fashion,Kolkata,POS Terminal,No
T104591,C2053,2024-04-09,10499.53,Online,Utilities,Pune,Tablet,No
T104592,C1205,2025-01-05,10336.89,ATM,Utilities,Ahmedabad,ATM Machine,No
T104593,C1176,2024-06-08,15747.05,Online,E-commerce,Delhi,Desktop,No
T104594,C1133,2024-05-08,21487.83,Online,Healthcare,Ahmedabad,Tablet,No
T104595,C1213,2025-04-28,32331.89,Online,Fashion,Jaipur,Mobile,No
T104596,C1200,2024-01-24,15031.69,ATM,Healthcare,Jaipur,ATM Machine,No
T104597,C1617,2024-03-06,3560.15,POS,Fashion,Mumbai,POS Terminal,No
T104598,C2123,2024-11-29,20385.2,Online,Restaurant,Kolkata,Tablet,No
T104599,C1501,2025-04-18,5748.65,ATM,Electronics,Pune,ATM Machine,No
T104600,C1368,2024-12-27,4373.32,ATM,Travel,Mumbai,ATM Machine,No
T104601,C1109,2024-04-04,39212.68,Online,Grocery,Bangalore,Tablet,No
T104602,C1687,2025-05-15,18230.43,ATM,Entertainment,Mumbai,ATM Machine,No
T104603,C1283,2024-03-27,5616.46,POS,Electronics,Delhi,POS Terminal,No
T104604,C1315,2024-01-14,11294.06,POS,Healthcare,Ahmedabad,POS Terminal,No
T104605,C1646,2024-02-08,13465.23,POS,Entertainment,Lucknow,POS Terminal,No
T104606,C1040,2024-02-18,12707.25,POS,Healthcare,Hyderabad,POS Terminal,No
T104607,C2064,2024-03-13,9304.11,Online,Restaurant,Bangalore,Desktop,No
T104608,C1655,2024-04-28,19147.69,ATM,Restaurant,Bangalore,ATM Machine,No
T104609,C1097,2024-07-09,5712.48,POS,Restaurant,Mumbai,POS Terminal,No
T104610,C1095,2025-03-11,17094.18,Online,Electronics,Hyderabad,Desktop,No
T104611,C1429,2024-04-24,1717.41,ATM,Electronics,Hyderabad,ATM Machine,No
T104612,C1357,2024-07-05,24411.45,Online,Utilities,Kolkata,Mobile,No
T104613,C1325,2024-05-04,2625.77,ATM,E-commerce,Chennai,ATM Machine,No
T104614,C1844,2024-12-13,3803.24,POS,Entertainment,Bangalore,POS Terminal,No
T104615,C1381,2024-09-13,4822.45,POS,Fuel,Chennai,POS Terminal,No
T104616,C1877,2025-02-10,40479.55,Online,Restaurant,Chennai,Tablet,No
T104617,C1880,2024-04-08,13144.78,POS,Restaurant,Mumbai,POS Terminal,No
T104618,C2195,2025-05-01,4606.75,POS,Travel,Kolkata,POS Terminal,No
T104619,C1970,2024-11-16,42963.17,Online,Fuel,Lucknow,Tablet,No
T104620,C1739,2024-03-31,17216.0,ATM,Fashion,Hyderabad,ATM Machine,No
T104621,C1189,2024-06-20,15410.69,ATM,Restaurant,Kolkata,ATM Machine,No
T104622,C1828,2024-07-08,2285.76,POS,E-commerce,Delhi,POS Terminal,No
T104623,C1799,2025-05-06,34578.08,Online,Entertainment,Hyderabad,Tablet,No
T104624,C1854,2024-08-01,14180.86,POS,Electronics,Chennai,POS Terminal,No
T104625,C1757,2024-04-22,34190.52,Online,Healthcare,Lucknow,Tablet,No
T104626,C1591,2025-03-25,5041.09,POS,Fuel,Kolkata,POS Terminal,No
T104627,C1651,2024-12-07,25128.85,Online,Entertainment,Hyderabad,Tablet,No
T104628,C1836,2024-03-06,13091.64,ATM,E-commerce,Jaipur,ATM Machine,No
T104629,C1512,2024-03-19,7707.5,POS,Travel,Kolkata,POS Terminal,No
T104630,C1309,2024-06-01,6173.66,Online,Entertainment,Ahmedabad,Mobile,No
T104631,C1938,2025-03-18,6585.25,ATM,Healthcare,Hyderabad,ATM Machine,No
T104632,C2121,2025-04-21,40159.32,Online,Entertainment,Chennai,Mobile,No
T104633,C1587,2024-07-29,17297.65,ATM,Entertainment,Jaipur,ATM Machine,No
T104634,C1505,2024-12-08,3177.35,ATM,Grocery,Kolkata,ATM Machine,No
T104635,C1806,2025-01-09,19071.54,ATM,Restaurant,Chennai,ATM Machine,No
T104636,C1485,2024-11-11,6912.04,ATM,Utilities,Delhi,ATM Machine,No
T104637,C1726,2025-03-16,33183.22,Online,Utilities,Delhi,Mobile,No
T104638,C2056,2024-12-01,37640.89,Online,Fashion,Delhi,Mobile,No
T104639,C2019,2025-02-16,40634.92,Online,Fashion,Bangalore,Desktop,No
T104640,C1341,2025-01-31,47298.34,Online,Electronics,Chennai,Tablet,No
T104641,C1988,2025-05-05,6601.93,ATM,Grocery,Jaipur,ATM Machine,No
T104642,C1792,2025-01-09,12891.75,POS,E-commerce,Hyderabad,POS Terminal,No
T104643,C1251,2024-05-26,2062.13,POS,Travel,Lucknow,POS Terminal,No
T104644,C1906,2024-07-22,35311.04,Online,Entertainment,Chennai,Mobile,No
T104645,C1337,2024-07-17,14968.57,ATM,Fuel,Pune,ATM Machine,No
T104646,C1421,2025-04-14,33950.62,Online,E-commerce,Delhi,Desktop,No
T104647,C2199,2025-03-16,5420.14,ATM,Fuel,Mumbai,ATM Machine,No
T104648,C2173,2024-05-14,17524.34,ATM,Electronics,Delhi,ATM Machine,No
T104649,C1848,2024-12-25,2615.99,POS,Fuel,Lucknow,POS Terminal,No
T104650,C1840,2024-08-19,1545.88,ATM,Grocery,Kolkata,ATM Machine,No
T104651,C2128,2024-04-24,35929.76,Online,Entertainment,Hyderabad,Tablet,No
T104652,C1215,2025-05-04,7184.59,POS,Electronics,Bangalore,POS Terminal,No
T104653,C2170,2024-01-15,42485.08,Online,Healthcare,Hyderabad,Tablet,No
T104654,C2199,2024-01-18,19293.18,Online,Travel,Hyderabad,Mobile,No
T104655,C1557,2024-04-20,2607.35,POS,Healthcare,Ahmedabad,POS Terminal,No
T104656,C1421,2025-05-04,16810.62,ATM,Fuel,Jaipur,ATM Machine,No
T104657,C1577,2024-01-24,11203.74,ATM,Utilities,Chennai,ATM Machine,No
T104658,C1128,2025-05-03,9621.95,Online,Healthcare,Ahmedabad,Tablet,No
T104659,C1152,2024-05-08,14547.49,ATM,Electronics,Delhi,ATM Machine,No
T104660,C1580,2024-10-23,10466.72,ATM,E-commerce,Delhi,ATM Machine,No
T104661,C1098,2025-03-10,9104.26,POS,Restaurant,Mumbai,POS Terminal,No
T104662,C2151,2025-03-01,6967.39,POS,Healthcare,Delhi,POS Terminal,No
T104663,C2115,2024-01-17,16659.83,ATM,Electronics,Lucknow,ATM Machine,No
T104664,C1505,2024-05-29,41512.22,Online,Electronics,Hyderabad,Desktop,No
T104665,C1675,2024-06-03,14333.08,ATM,Fuel,Bangalore,ATM Machine,No
T104666,C1430,2024-06-12,5448.99,Online,Electronics,Kolkata,Mobile,No
T104667,C2159,2024-12-09,41974.92,Online,Fashion,Lucknow,Mobile,No
T104668,C2114,2024-07-14,33616.45,Online,Electronics,Pune,Desktop,No
T104669,C1177,2025-02-08,10485.66,POS,Electronics,Hyderabad,POS Terminal,No
T104670,C1201,2024-10-25,7578.17,ATM,Fuel,Mumbai,ATM Machine,No
T104671,C1622,2025-04-08,13201.27,POS,Grocery,Bangalore,POS Terminal,No
T104672,C2067,2024-10-11,14644.75,ATM,Electronics,Chennai,ATM Machine,No
T104673,C1272,2025-03-06,2695.51,ATM,Fashion,Chennai,ATM Machine,No
T104674,C1993,2025-04-23,8451.67,ATM,Electronics,Lucknow,ATM Machine,No
T104675,C1894,2024-08-31,17784.42,ATM,Entertainment,Ahmedabad,ATM Machine,No
T104676,C1878,2024-04-06,1420.34,ATM,Electronics,Hyderabad,ATM Machine,No
T104677,C1164,2024-01-20,19247.62,ATM,Fashion,Chennai,ATM Machine,No
T104678,C1228,2024-12-02,10219.52,POS,Electronics,Lucknow,POS Terminal,No
T104679,C1347,2024-05-07,12811.83,ATM,Restaurant,Delhi,ATM Machine,No
T104680,C1099,2024-02-08,5775.91,ATM,Travel,Delhi,ATM Machine,No
T104681,C1447,2024-06-18,12589.83,Online,Healthcare,Lucknow,Tablet,No
T104682,C1380,2024-07-17,47114.5,Online,Healthcare,Jaipur,Desktop,No
T104683,C1691,2024-03-26,4544.26,POS,Restaurant,Ahmedabad,POS Terminal,No
T104684,C1154,2024-01-02,38820.16,Online,Entertainment,Chennai,Desktop,No
T104685,C1134,2025-04-23,8165.88,ATM,Fashion,Lucknow,ATM Machine,No
T104686,C1566,2024-09-23,3215.45,ATM,Entertainment,Kolkata,ATM Machine,No
T104687,C1579,2024-09-16,708.95,ATM,E-commerce,Hyderabad,ATM Machine,No
T104688,C1063,2024-07-08,27304.02,Online,E-commerce,Pune,Desktop,No
T104689,C1824,2024-04-16,14639.1,POS,Entertainment,Jaipur,POS Terminal,No
T104690,C1299,2025-03-12,18582.98,Online,Fashion,Delhi,Desktop,No
T104691,C1828,2024-03-09,7465.25,ATM,Entertainment,Kolkata,ATM Machine,No
T104692,C1531,2024-07-14,17335.76,Online,Fashion,Mumbai,Tablet,No
T104693,C1603,2025-03-15,10650.6,ATM,Fuel,Delhi,ATM Machine,No
T104694,C1011,2025-02-23,6665.91,POS,Utilities,Kolkata,POS Terminal,No
T104695,C1534,2024-01-21,17658.34,ATM,Utilities,Ahmedabad,ATM Machine,No
T104696,C1211,2025-03-24,25374.94,Online,Grocery,Kolkata,Desktop,No
T104697,C1121,2024-12-10,7665.59,POS,Electronics,Ahmedabad,POS Terminal,No
T104698,C1289,2024-01-04,2161.74,POS,Healthcare,Bangalore,POS Terminal,No
T104699,C1228,2024-03-03,14742.82,POS,Restaurant,Bangalore,POS Terminal,No
T104700,C2131,2024-03-16,12648.65,Online,Restaurant,Jaipur,Mobile,No
T104701,C2098,2024-05-22,1193.12,POS,Entertainment,Bangalore,POS Terminal,No
T104702,C1734,2024-11-06,13431.35,ATM,E-commerce,Chennai,ATM Machine,No
T104703,C1559,2024-02-17,29849.25,Online,Utilities,Chennai,Desktop,No
T104704,C1238,2024-04-26,6285.67,POS,Electronics,Delhi,POS Terminal,No
T104705,C1711,2024-12-07,21225.17,Online,Entertainment,Hyderabad,Desktop,No
T104706,C1908,2025-04-19,39296.18,Online,Restaurant,Jaipur,Tablet,No
T104707,C1016,2025-02-09,3016.12,POS,Fuel,Delhi,POS Terminal,No
T104708,C1737,2025-05-04,12321.77,POS,Utilities,Mumbai,POS Terminal,No
T104709,C1952,2024-09-25,32507.61,Online,Grocery,Bangalore,Tablet,Yes
T104710,C1150,2024-01-13,6342.65,POS,Electronics,Lucknow,POS Terminal,No
T104711,C1675,2024-05-04,6924.63,POS,Electronics,Lucknow,POS Terminal,No
T104712,C1259,2025-02-06,5504.62,ATM,Electronics,Chennai,ATM Machine,No
T104713,C2139,2024-07-28,11306.5,POS,Fuel,Bangalore,POS Terminal,No
T104714,C1359,2024-02-13,10501.06,ATM,Utilities,Jaipur,ATM Machine,No
T104715,C1458,2024-01-12,4880.73,POS,Travel,Pune,POS Terminal,No
T104716,C2146,2024-11-24,12122.98,ATM,Grocery,Hyderabad,ATM Machine,No
T104717,C2199,2025-01-30,49787.58,Online,Restaurant,Delhi,Mobile,No
T104718,C1911,2024-05-08,21876.06,Online,Healthcare,Lucknow,Tablet,Yes
T104719,C1680,2024-10-09,13818.3,POS,Entertainment,Ahmedabad,POS Terminal,No
T104720,C2172,2024-06-05,7227.83,ATM,Grocery,Jaipur,ATM Machine,No
T104721,C1383,2024-10-21,1567.29,ATM,Grocery,Kolkata,ATM Machine,No
T104722,C1881,2024-10-17,4482.72,ATM,Grocery,Chennai,ATM Machine,No
T104723,C1314,2024-09-23,8664.56,ATM,Utilities,Kolkata,ATM Machine,Yes
T104724,C1137,2025-01-07,11137.82,Online,Healthcare,Pune,Desktop,No
T104725,C1479,2024-08-19,103.38,POS,Entertainment,Ahmedabad,POS Terminal,No
T104726,C1170,2024-07-23,13733.52,POS,Restaurant,Ahmedabad,POS Terminal,No
T104727,C1457,2024-08-02,16955.65,ATM,Utilities,Delhi,ATM Machine,No
T104728,C2131,2024-01-30,37166.15,Online,Entertainment,Hyderabad,Tablet,Yes
T104729,C1575,2024-04-09,2600.44,POS,Healthcare,Lucknow,POS Terminal,No
T104730,C1815,2024-05-31,1893.42,POS,Fuel,Ahmedabad,POS Terminal,No
T104731,C2022,2025-03-16,3566.72,Online,Entertainment,Mumbai,Tablet,No
T104732,C1378,2024-05-03,14618.57,ATM,Restaurant,Chennai,ATM Machine,No
T104733,C1618,2024-09-19,46454.64,Online,Grocery,Chennai,Mobile,No
T104734,C1259,2024-06-06,21640.68,Online,Entertainment,Pune,Mobile,No
T104735,C1816,2024-11-03,6133.21,Online,Entertainment,Jaipur,Desktop,No
T104736,C1578,2025-03-09,10491.66,ATM,Grocery,Kolkata,ATM Machine,No
T104737,C2022,2024-10-15,5297.6,POS,Grocery,Bangalore,POS Terminal,No
T104738,C1756,2024-08-19,18866.28,Online,Travel,Hyderabad,Mobile,No
T104739,C1693,2024-12-11,12615.95,ATM,Fuel,Pune,ATM Machine,No
T104740,C1456,2025-03-10,35992.16,Online,Entertainment,Jaipur,Mobile,No
T104741,C1464,2024-01-24,1747.99,POS,Grocery,Bangalore,POS Terminal,No
T104742,C1804,2024-04-04,1194.01,ATM,E-commerce,Lucknow,ATM Machine,No
T104743,C1324,2024-02-20,14915.52,POS,Fuel,Bangalore,POS Terminal,No
T104744,C1269,2024-01-14,3567.65,POS,Electronics,Kolkata,POS Terminal,No
T104745,C1363,2025-04-08,2880.76,Online,Entertainment,Hyderabad,Tablet,No
T104746,C1832,2024-07-14,4202.57,ATM,Travel,Ahmedabad,ATM Machine,No
T104747,C1011,2024-07-21,2140.1,Online,Restaurant,Pune,Mobile,No
T104748,C1249,2025-03-05,19712.18,Online,E-commerce,Bangalore,Tablet,No
T104749,C2089,2025-02-03,12055.79,POS,Grocery,Bangalore,POS Terminal,No
T104750,C1857,2024-02-18,7154.27,ATM,E-commerce,Mumbai,ATM Machine,No
T104751,C1491,2024-11-25,22320.33,Online,Travel,Pune,Tablet,No
T104752,C1998,2024-02-13,13673.94,ATM,Grocery,Mumbai,ATM Machine,No
T104753,C1045,2024-04-04,10423.43,ATM,E-commerce,Pune,ATM Machine,No
T104754,C1772,2024-03-15,43100.0,Online,Entertainment,Kolkata,Tablet,No
T104755,C1576,2024-12-24,13003.93,POS,Electronics,Jaipur,POS Terminal,No
T104756,C1725,2025-05-11,693.26,ATM,Fuel,Mumbai,ATM Machine,No
T104757,C2187,2024-11-14,38946.71,Online,Travel,Mumbai,Desktop,No
T104758,C1705,2025-01-07,23144.53,Online,Restaurant,Hyderabad,Mobile,No
T104759,C1960,2024-08-26,19782.39,ATM,Electronics,Chennai,ATM Machine,No
T104760,C1594,2024-08-13,9923.03,ATM,Fuel,Hyderabad,ATM Machine,No
T104761,C1243,2024-11-10,14804.75,POS,Entertainment,Hyderabad,POS Terminal,No
T104762,C1214,2025-04-16,37777.55,Online,Fashion,Ahmedabad,Desktop,No
T104763,C1877,2024-06-23,12580.52,Online,Entertainment,Bangalore,Tablet,No
T104764,C1857,2024-02-04,27012.07,Online,Grocery,Lucknow,Mobile,No
T104765,C1658,2024-09-01,19846.64,ATM,Grocery,Kolkata,ATM Machine,No
T104766,C1123,2024-03-20,42905.02,Online,Travel,Delhi,Tablet,No
T104767,C1980,2024-11-16,2398.65,ATM,Fashion,Mumbai,ATM Machine,No
T104768,C1979,2024-11-19,10624.94,POS,Travel,Pune,POS Terminal,No
T104769,C1310,2024-04-11,7238.8,ATM,Fashion,Delhi,ATM Machine,No
T104770,C2200,2024-03-20,547.72,Online,Restaurant,Kolkata,Tablet,No
T104771,C1583,2024-11-27,8367.88,ATM,Entertainment,Kolkata,ATM Machine,No
T104772,C2020,2024-02-12,11890.77,Online,Fuel,Bangalore,Tablet,No
T104773,C1045,2024-01-21,40979.69,Online,Travel,Ahmedabad,Desktop,No
T104774,C1504,2024-10-18,7077.95,ATM,E-commerce,Bangalore,ATM Machine,No
T104775,C1150,2024-04-16,41410.68,Online,Fuel,Kolkata,Desktop,No
T104776,C2029,2025-03-11,108.91,POS,Healthcare,Lucknow,POS Terminal,No
T104777,C1981,2025-01-21,6502.47,ATM,Fuel,Delhi,ATM Machine,No
T104778,C2135,2024-04-13,5202.72,ATM,Fashion,Kolkata,ATM Machine,No
T104779,C1147,2025-03-27,3580.15,POS,Travel,Jaipur,POS Terminal,No
T104780,C1194,2024-02-20,1115.98,POS,Grocery,Kolkata,POS Terminal,No
T104781,C1336,2024-12-24,2888.15,POS,Healthcare,Chennai,POS Terminal,No
T104782,C1912,2025-03-19,27866.37,Online,Entertainment,Delhi,Mobile,No
